dpse	dmel
FBgn0247321	NA
FBgn0247322	FBgn0004102
FBgn0247323	NA
FBgn0247324	FBgn0261523
FBgn0247325	NA
FBgn0247326	NA
FBgn0247327	FBgn0262126
FBgn0247329	FBgn0259717
FBgn0247330	FBgn0085201
FBgn0247332	FBgn0086707
FBgn0247333	NA
FBgn0247334	NA
FBgn0247335	NA
FBgn0247336	NA
FBgn0247337	NA
FBgn0247339	FBgn0040993
FBgn0247340	FBgn0039680
FBgn0247341	FBgn0015808
FBgn0247342	NA
FBgn0247343	NA
FBgn0247344	FBgn0031563
FBgn0247345	NA
FBgn0247346	NA
FBgn0247347	NA
FBgn0247348	FBgn0031560
FBgn0247349	FBgn0031558
FBgn0247350	FBgn0031558
FBgn0247351	NA
FBgn0247352	NA
FBgn0247353	NA
FBgn0247354	NA
FBgn0247355	FBgn0031957
FBgn0247356	NA
FBgn0247357	FBgn0026141
FBgn0247359	NA
FBgn0247360	NA
FBgn0247361	NA
FBgn0247362	NA
FBgn0247363	NA
FBgn0247364	NA
FBgn0247365	NA
FBgn0247366	NA
FBgn0247367	FBgn0030599
FBgn0247368	NA
FBgn0247369	FBgn0031529
FBgn0247370	NA
FBgn0247371	FBgn0085423
FBgn0247372	FBgn0036868
FBgn0247373	NA
FBgn0247374	FBgn0086347
FBgn0247375	NA
FBgn0247376	NA
FBgn0247377	NA
FBgn0247378	NA
FBgn0247379	NA
FBgn0247380	FBgn0024846
FBgn0247381	FBgn0264442
FBgn0247382	NA
FBgn0247383	NA
FBgn0247384	FBgn0052831
FBgn0247385	FBgn0087035
FBgn0247386	NA
FBgn0247387	NA
FBgn0247388	NA
FBgn0247389	FBgn0031693
FBgn0247390	FBgn0031693
FBgn0247391	NA
FBgn0247392	FBgn0036708
FBgn0247393	NA
FBgn0247394	FBgn0032907
FBgn0247395	NA
FBgn0247396	NA
FBgn0247397	FBgn0032901
FBgn0247398	FBgn0053322
FBgn0247399	FBgn0029945
FBgn0247400	FBgn0051678
FBgn0247401	NA
FBgn0247402	FBgn0032869
FBgn0247403	NA
FBgn0247404	FBgn0029945
FBgn0247405	NA
FBgn0247406	FBgn0262878
FBgn0247407	FBgn0052529
FBgn0247408	FBgn0032022
FBgn0247409	NA
FBgn0247410	FBgn0032025
FBgn0247411	FBgn0051901
FBgn0247412	NA
FBgn0247413	NA
FBgn0247415	FBgn0037025
FBgn0247416	NA
FBgn0247417	NA
FBgn0247418	NA
FBgn0247419	NA
FBgn0247420	FBgn0259735
FBgn0247421	FBgn0261278
FBgn0247423	NA
FBgn0247424	FBgn0051933
FBgn0247425	FBgn0051933
FBgn0247426	NA
FBgn0247427	NA
FBgn0247428	NA
FBgn0247429	FBgn0034157
FBgn0247430	NA
FBgn0247431	NA
FBgn0247432	FBgn0028952
FBgn0247433	FBgn0031130
FBgn0247434	FBgn0000497
FBgn0247435	NA
FBgn0247436	NA
FBgn0247437	NA
FBgn0247438	FBgn0005664
FBgn0247439	FBgn0085244
FBgn0247440	NA
FBgn0247441	FBgn0261976
FBgn0247442	FBgn0031301
FBgn0247443	FBgn0031302
FBgn0247444	NA
FBgn0247446	NA
FBgn0247447	NA
FBgn0247448	FBgn0035483
FBgn0247449	FBgn0026141
FBgn0247450	NA
FBgn0247451	NA
FBgn0247452	NA
FBgn0247453	NA
FBgn0247454	FBgn0015789
FBgn0247455	FBgn0026398
FBgn0247456	NA
FBgn0247457	FBgn0031143
FBgn0247458	NA
FBgn0247459	FBgn0031101
FBgn0247460	FBgn0260996
FBgn0247461	NA
FBgn0247462	FBgn0036826
FBgn0247463	FBgn0035455
FBgn0247464	FBgn0023096
FBgn0247465	NA
FBgn0247466	NA
FBgn0247467	NA
FBgn0247468	FBgn0030814
FBgn0247469	FBgn0015609
FBgn0247470	NA
FBgn0247471	NA
FBgn0247472	FBgn0032647
FBgn0247473	NA
FBgn0247474	NA
FBgn0247475	FBgn0040091
FBgn0247476	FBgn0031626
FBgn0247477	NA
FBgn0247478	FBgn0031623
FBgn0247479	NA
FBgn0247480	NA
FBgn0247481	FBgn0028896
FBgn0247482	NA
FBgn0247483	NA
FBgn0247484	NA
FBgn0247485	NA
FBgn0247486	NA
FBgn0247487	NA
FBgn0247488	NA
FBgn0247489	FBgn0032624
FBgn0247490	FBgn0051805
FBgn0247491	NA
FBgn0247493	FBgn0263745
FBgn0247494	FBgn0263144
FBgn0247495	FBgn0085333
FBgn0247496	FBgn0264503
FBgn0247497	NA
FBgn0247498	NA
FBgn0247499	NA
FBgn0247500	FBgn0030089
FBgn0247501	NA
FBgn0247502	NA
FBgn0247503	NA
FBgn0247504	NA
FBgn0247505	FBgn0024733
FBgn0247506	NA
FBgn0247507	NA
FBgn0247508	NA
FBgn0247510	NA
FBgn0247511	NA
FBgn0247512	NA
FBgn0247513	FBgn0030093
FBgn0247514	NA
FBgn0247515	FBgn0038347
FBgn0247516	NA
FBgn0247518	FBgn0085315
FBgn0247519	NA
FBgn0247520	FBgn0038725
FBgn0247521	FBgn0038720
FBgn0247522	FBgn0029962
FBgn0247523	NA
FBgn0247524	FBgn0032366
FBgn0247525	NA
FBgn0247526	NA
FBgn0247527	NA
FBgn0247528	NA
FBgn0247529	FBgn0039302
FBgn0247530	FBgn0037891
FBgn0247531	NA
FBgn0247533	FBgn0004143
FBgn0247534	FBgn0026056
FBgn0247535	NA
FBgn0247536	FBgn0051948
FBgn0247537	FBgn0038570
FBgn0247538	NA
FBgn0247539	FBgn0010389
FBgn0247540	NA
FBgn0247541	FBgn0038552
FBgn0247542	NA
FBgn0247543	NA
FBgn0247544	NA
FBgn0247545	FBgn0037877
FBgn0247546	FBgn0086472
FBgn0247547	FBgn0037875
FBgn0247548	FBgn0040255
FBgn0247549	FBgn0037860
FBgn0247550	NA
FBgn0247551	FBgn0061435
FBgn0247552	NA
FBgn0247553	NA
FBgn0247554	NA
FBgn0247555	FBgn0037853
FBgn0247556	FBgn0037852
FBgn0247557	FBgn0038316
FBgn0247558	FBgn0004646
FBgn0247559	FBgn0027329
FBgn0247560	FBgn0029964
FBgn0247561	NA
FBgn0247562	NA
FBgn0247563	FBgn0038762
FBgn0247564	NA
FBgn0247565	NA
FBgn0247566	NA
FBgn0247567	NA
FBgn0247568	FBgn0035423
FBgn0247569	NA
FBgn0247570	FBgn0037650
FBgn0247571	FBgn0031070
FBgn0247573	NA
FBgn0247574	FBgn0046874
FBgn0247575	FBgn0083971
FBgn0247576	FBgn0004656
FBgn0247577	NA
FBgn0247578	NA
FBgn0247579	NA
FBgn0247580	NA
FBgn0247581	NA
FBgn0247582	NA
FBgn0247583	NA
FBgn0247584	FBgn0083963
FBgn0247585	NA
FBgn0247587	FBgn0015568
FBgn0247588	FBgn0015571
FBgn0247589	FBgn0261393
FBgn0247590	NA
FBgn0247591	NA
FBgn0247593	FBgn0037500
FBgn0247594	FBgn0262982
FBgn0247595	FBgn0259172
FBgn0247596	FBgn0250845
FBgn0247597	FBgn0250732
FBgn0247598	NA
FBgn0247599	FBgn0061197
FBgn0247600	FBgn0014863
FBgn0247601	NA
FBgn0247602	NA
FBgn0247603	FBgn0262842
FBgn0247604	NA
FBgn0247605	NA
FBgn0247606	FBgn0063649
FBgn0247607	FBgn0038404
FBgn0247608	FBgn0035970
FBgn0247609	FBgn0037915
FBgn0247610	FBgn0261885
FBgn0247611	NA
FBgn0247612	FBgn0038273
FBgn0247613	FBgn0037726
FBgn0247614	NA
FBgn0247615	FBgn0003334
FBgn0247616	FBgn0030536
FBgn0247617	FBgn0037913
FBgn0247618	FBgn0037912
FBgn0247619	NA
FBgn0247620	NA
FBgn0247622	NA
FBgn0247623	FBgn0038866
FBgn0247624	NA
FBgn0247625	FBgn0264357
FBgn0247626	NA
FBgn0247628	NA
FBgn0247629	FBgn0263977
FBgn0247630	NA
FBgn0247632	NA
FBgn0247633	FBgn0058045
FBgn0247634	FBgn0040022
FBgn0247635	NA
FBgn0247636	FBgn0085599
FBgn0247637	FBgn0040001
FBgn0247638	FBgn0058160
FBgn0247639	NA
FBgn0247640	FBgn0259821
FBgn0247641	FBgn0027341
FBgn0247642	NA
FBgn0247643	NA
FBgn0247644	NA
FBgn0247645	NA
FBgn0247646	NA
FBgn0247647	NA
FBgn0247648	NA
FBgn0247649	NA
FBgn0247650	FBgn0037239
FBgn0247651	NA
FBgn0247652	NA
FBgn0247654	NA
FBgn0247655	NA
FBgn0247656	NA
FBgn0247657	NA
FBgn0247658	FBgn0035218
FBgn0247659	NA
FBgn0247660	FBgn0030539
FBgn0247661	FBgn0034882
FBgn0247662	FBgn0037705
FBgn0247663	FBgn0053725
FBgn0247664	NA
FBgn0247665	NA
FBgn0247666	NA
FBgn0247667	NA
FBgn0247668	NA
FBgn0247669	NA
FBgn0247670	FBgn0053725
FBgn0247671	FBgn0037715
FBgn0247672	FBgn0037714
FBgn0247673	FBgn0261049
FBgn0247674	FBgn0037712
FBgn0247675	NA
FBgn0247678	NA
FBgn0247679	NA
FBgn0247680	FBgn0028668
FBgn0247681	FBgn0013984
FBgn0247682	FBgn0038525
FBgn0247683	NA
FBgn0247684	NA
FBgn0247685	NA
FBgn0247686	FBgn0036465
FBgn0247687	NA
FBgn0247688	FBgn0031483
FBgn0247689	FBgn0039354
FBgn0247690	FBgn0039356
FBgn0247691	NA
FBgn0247692	NA
FBgn0247693	NA
FBgn0247694	NA
FBgn0247695	NA
FBgn0247696	NA
FBgn0247697	NA
FBgn0247699	NA
FBgn0247700	NA
FBgn0247702	FBgn0030373
FBgn0247703	NA
FBgn0247704	NA
FBgn0247705	FBgn0037643
FBgn0247706	FBgn0038016
FBgn0247707	FBgn0036354
FBgn0247708	FBgn0038007
FBgn0247709	FBgn0038007
FBgn0247711	FBgn0038001
FBgn0247712	FBgn0036381
FBgn0247714	NA
FBgn0247715	FBgn0037988
FBgn0247717	FBgn0260231
FBgn0247718	FBgn0038414
FBgn0247719	FBgn0030293
FBgn0247724	NA
FBgn0247725	FBgn0037301
FBgn0247726	NA
FBgn0247727	NA
FBgn0247728	NA
FBgn0247729	NA
FBgn0247730	FBgn0085306
FBgn0247731	FBgn0037317
FBgn0247732	FBgn0041707
FBgn0247733	FBgn0038438
FBgn0247734	FBgn0038437
FBgn0247735	FBgn0250754
FBgn0247736	FBgn0037722
FBgn0247737	NA
FBgn0247738	FBgn0011715
FBgn0247739	FBgn0037332
FBgn0247742	FBgn0001624
FBgn0247743	FBgn0030241
FBgn0247744	NA
FBgn0247746	FBgn0038282
FBgn0247747	NA
FBgn0247748	NA
FBgn0247749	NA
FBgn0247750	FBgn0051251
FBgn0247751	FBgn0039315
FBgn0247752	FBgn0039315
FBgn0247753	NA
FBgn0247754	FBgn0052856
FBgn0247755	FBgn0051291
FBgn0247756	NA
FBgn0247757	NA
FBgn0247758	FBgn0010282
FBgn0247759	FBgn0037448
FBgn0247761	FBgn0037449
FBgn0247762	FBgn0037449
FBgn0247763	NA
FBgn0247764	FBgn0037455
FBgn0247765	FBgn0003459
FBgn0247768	NA
FBgn0247769	FBgn0004780
FBgn0247770	FBgn0052440
FBgn0247771	NA
FBgn0247772	NA
FBgn0247774	NA
FBgn0247775	FBgn0022359
FBgn0247777	FBgn0038858
FBgn0247778	NA
FBgn0247779	FBgn0261019
FBgn0247780	FBgn0039385
FBgn0247783	FBgn0263072
FBgn0247785	FBgn0052719
FBgn0247786	FBgn0259146
FBgn0247787	FBgn0015269
FBgn0247789	NA
FBgn0247790	NA
FBgn0247791	FBgn0039010
FBgn0247792	FBgn0037296
FBgn0247793	NA
FBgn0247798	FBgn0042710
FBgn0247799	NA
FBgn0247800	NA
FBgn0247801	FBgn0036908
FBgn0247802	FBgn0053339
FBgn0247803	FBgn0053340
FBgn0247804	FBgn0030215
FBgn0247805	FBgn0053341
FBgn0247806	FBgn0039194
FBgn0247807	FBgn0086610
FBgn0247808	FBgn0003134
FBgn0247809	FBgn0085443
FBgn0247810	FBgn0039977
FBgn0247811	NA
FBgn0247816	FBgn0085333
FBgn0247817	NA
FBgn0247818	NA
FBgn0247819	FBgn0261053
FBgn0247820	FBgn0038468
FBgn0247821	FBgn0038473
FBgn0247823	NA
FBgn0247824	NA
FBgn0247826	NA
FBgn0247827	FBgn0000014
FBgn0247828	NA
FBgn0247829	NA
FBgn0247831	FBgn0261004
FBgn0247832	NA
FBgn0247835	NA
FBgn0247836	FBgn0037607
FBgn0247838	FBgn0010401
FBgn0247839	FBgn0004237
FBgn0247840	FBgn0010258
FBgn0247841	NA
FBgn0247842	NA
FBgn0247843	NA
FBgn0247846	FBgn0039863
FBgn0247847	FBgn0029822
FBgn0247848	FBgn0033951
FBgn0247849	FBgn0001990
FBgn0247850	FBgn0032763
FBgn0247851	FBgn0263257
FBgn0247852	NA
FBgn0247853	FBgn0025140
FBgn0247854	NA
FBgn0247855	FBgn0039879
FBgn0247856	FBgn0250846
FBgn0247857	FBgn0037385
FBgn0247858	FBgn0037386
FBgn0247859	FBgn0029826
FBgn0247860	FBgn0030332
FBgn0247861	NA
FBgn0247862	FBgn0082598
FBgn0247864	FBgn0261791
FBgn0247865	FBgn0037402
FBgn0247866	FBgn0052755
FBgn0247867	FBgn0053301
FBgn0247868	FBgn0027527
FBgn0247869	NA
FBgn0247870	FBgn0037427
FBgn0247871	NA
FBgn0247873	FBgn0259721
FBgn0247874	NA
FBgn0247875	FBgn0016917
FBgn0247876	NA
FBgn0247877	NA
FBgn0247878	FBgn0029828
FBgn0247881	NA
FBgn0247882	FBgn0085313
FBgn0247884	FBgn0265101
FBgn0247885	FBgn0038760
FBgn0247886	FBgn0029833
FBgn0247888	FBgn0039157
FBgn0247889	NA
FBgn0247891	NA
FBgn0247892	FBgn0046322
FBgn0247893	FBgn0053100
FBgn0247897	FBgn0029835
FBgn0247898	FBgn0051313
FBgn0247899	NA
FBgn0247901	FBgn0085319
FBgn0247902	FBgn0011225
FBgn0247903	NA
FBgn0247904	FBgn0031372
FBgn0247905	NA
FBgn0247908	FBgn0003178
FBgn0247909	FBgn0083985
FBgn0247914	FBgn0036038
FBgn0247915	FBgn0038965
FBgn0247916	NA
FBgn0247917	NA
FBgn0247919	NA
FBgn0247920	NA
FBgn0247922	NA
FBgn0247923	FBgn0027873
FBgn0247924	NA
FBgn0247925	NA
FBgn0247926	FBgn0260634
FBgn0247927	NA
FBgn0247928	FBgn0039113
FBgn0247929	FBgn0003380
FBgn0247930	FBgn0038832
FBgn0247931	FBgn0044811
FBgn0247932	FBgn0038840
FBgn0247933	NA
FBgn0247934	FBgn0039003
FBgn0247935	FBgn0013269
FBgn0247936	NA
FBgn0247937	FBgn0005777
FBgn0247938	NA
FBgn0247939	NA
FBgn0247940	FBgn0004367
FBgn0247942	NA
FBgn0247943	FBgn0037384
FBgn0247944	NA
FBgn0247945	NA
FBgn0247946	NA
FBgn0247947	FBgn0030554
FBgn0247948	FBgn0261561
FBgn0247949	NA
FBgn0247950	NA
FBgn0247951	NA
FBgn0247953	FBgn0051423
FBgn0247956	NA
FBgn0247957	NA
FBgn0247958	FBgn0263974
FBgn0247959	NA
FBgn0247960	NA
FBgn0247961	FBgn0002873
FBgn0247963	FBgn0262873
FBgn0247964	NA
FBgn0247965	FBgn0038095
FBgn0247966	NA
FBgn0247967	FBgn0051342
FBgn0247969	FBgn0037356
FBgn0247970	FBgn0262125
FBgn0247971	FBgn0037359
FBgn0247972	FBgn0004666
FBgn0247973	FBgn0262365
FBgn0247974	FBgn0003598
FBgn0247975	FBgn0039250
FBgn0247977	NA
FBgn0247979	FBgn0052600
FBgn0247980	FBgn0039788
FBgn0247981	FBgn0039451
FBgn0247982	FBgn0039449
FBgn0247983	NA
FBgn0247984	FBgn0023179
FBgn0247986	FBgn0039439
FBgn0247987	FBgn0039437
FBgn0247988	FBgn0039437
FBgn0247989	FBgn0028487
FBgn0247990	NA
FBgn0247991	NA
FBgn0247992	NA
FBgn0247993	NA
FBgn0247994	FBgn0259831
FBgn0247997	FBgn0000028
FBgn0247998	NA
FBgn0247999	NA
FBgn0248000	NA
FBgn0248001	NA
FBgn0248002	FBgn0030581
FBgn0248004	FBgn0035640
FBgn0248006	NA
FBgn0248007	FBgn0051418
FBgn0248008	NA
FBgn0248009	NA
FBgn0248011	FBgn0038631
FBgn0248012	NA
FBgn0248013	NA
FBgn0248014	NA
FBgn0248015	FBgn0027492
FBgn0248016	FBgn0030351
FBgn0248017	NA
FBgn0248018	FBgn0262613
FBgn0248019	NA
FBgn0248022	NA
FBgn0248023	FBgn0005596
FBgn0248024	NA
FBgn0248025	NA
FBgn0248026	FBgn0261995
FBgn0248028	FBgn0004197
FBgn0248030	FBgn0085322
FBgn0248031	FBgn0260780
FBgn0248033	NA
FBgn0248035	FBgn0039481
FBgn0248038	FBgn0261244
FBgn0248039	FBgn0039476
FBgn0248040	FBgn0039476
FBgn0248041	FBgn0039474
FBgn0248042	FBgn0039474
FBgn0248043	FBgn0039474
FBgn0248044	FBgn0051076
FBgn0248045	NA
FBgn0248046	FBgn0039854
FBgn0248047	FBgn0039856
FBgn0248050	NA
FBgn0248051	FBgn0039560
FBgn0248052	NA
FBgn0248053	NA
FBgn0248056	NA
FBgn0248057	FBgn0004171
FBgn0248058	NA
FBgn0248059	FBgn0038601
FBgn0248060	NA
FBgn0248061	NA
FBgn0248063	NA
FBgn0248064	FBgn0264754
FBgn0248065	FBgn0038257
FBgn0248066	FBgn0011217
FBgn0248068	FBgn0262127
FBgn0248069	FBgn0035842
FBgn0248071	FBgn0004575
FBgn0248072	FBgn0037801
FBgn0248074	NA
FBgn0248075	FBgn0037801
FBgn0248076	NA
FBgn0248077	NA
FBgn0248079	NA
FBgn0248080	NA
FBgn0248081	FBgn0045443
FBgn0248082	NA
FBgn0248083	FBgn0053725
FBgn0248084	FBgn0029525
FBgn0248085	FBgn0053725
FBgn0248086	FBgn0261793
FBgn0248089	FBgn0001337
FBgn0248090	FBgn0019960
FBgn0248091	NA
FBgn0248092	FBgn0015286
FBgn0248094	FBgn0083984
FBgn0248095	FBgn0034800
FBgn0248096	NA
FBgn0248097	FBgn0011822
FBgn0248098	FBgn0262144
FBgn0248099	FBgn0262144
FBgn0248101	FBgn0037546
FBgn0248102	FBgn0042178
FBgn0248103	FBgn0000046
FBgn0248104	FBgn0019940
FBgn0248106	FBgn0039026
FBgn0248108	NA
FBgn0248109	FBgn0017590
FBgn0248112	FBgn0038827
FBgn0248113	NA
FBgn0248116	FBgn0040906
FBgn0248117	FBgn0038818
FBgn0248127	NA
FBgn0248128	FBgn0013275
FBgn0248129	NA
FBgn0248130	NA
FBgn0248131	NA
FBgn0248132	FBgn0038035
FBgn0248133	FBgn0038037
FBgn0248134	FBgn0038032
FBgn0248136	FBgn0030018
FBgn0248137	FBgn0038449
FBgn0248138	FBgn0038450
FBgn0248139	FBgn0038032
FBgn0248141	NA
FBgn0248142	FBgn0037772
FBgn0248143	FBgn0053631
FBgn0248144	FBgn0053631
FBgn0248145	FBgn0053784
FBgn0248146	FBgn0053784
FBgn0248147	NA
FBgn0248148	FBgn0014141
FBgn0248149	FBgn0039452
FBgn0248150	NA
FBgn0248151	FBgn0024807
FBgn0248152	NA
FBgn0248153	FBgn0039851
FBgn0248154	NA
FBgn0248155	FBgn0039836
FBgn0248156	FBgn0051161
FBgn0248157	FBgn0039552
FBgn0248159	FBgn0032321
FBgn0248160	NA
FBgn0248162	NA
FBgn0248163	FBgn0040565
FBgn0248164	FBgn0030015
FBgn0248166	NA
FBgn0248167	FBgn0050384
FBgn0248168	FBgn0039232
FBgn0248169	FBgn0001215
FBgn0248170	NA
FBgn0248171	FBgn0261292
FBgn0248172	FBgn0039594
FBgn0248173	NA
FBgn0248176	FBgn0085324
FBgn0248177	NA
FBgn0248178	FBgn0039600
FBgn0248179	FBgn0036799
FBgn0248180	FBgn0053110
FBgn0248181	FBgn0262684
FBgn0248182	FBgn0260237
FBgn0248183	FBgn0040625
FBgn0248184	FBgn0039055
FBgn0248185	FBgn0039104
FBgn0248186	FBgn0027512
FBgn0248187	NA
FBgn0248188	FBgn0051145
FBgn0248189	FBgn0039092
FBgn0248190	FBgn0039091
FBgn0248191	FBgn0039091
FBgn0248192	FBgn0039091
FBgn0248193	FBgn0053483
FBgn0248194	FBgn0085318
FBgn0248195	NA
FBgn0248196	NA
FBgn0248199	NA
FBgn0248200	NA
FBgn0248201	FBgn0038063
FBgn0248202	FBgn0250910
FBgn0248203	FBgn0037650
FBgn0248204	FBgn0039682
FBgn0248205	NA
FBgn0248206	FBgn0039671
FBgn0248207	FBgn0039670
FBgn0248208	NA
FBgn0248210	FBgn0262873
FBgn0248211	FBgn0262873
FBgn0248212	NA
FBgn0248213	FBgn0015622
FBgn0248215	FBgn0263236
FBgn0248216	NA
FBgn0248217	NA
FBgn0248219	NA
FBgn0248220	FBgn0038612
FBgn0248221	FBgn0000139
FBgn0248222	FBgn0003719
FBgn0248223	FBgn0000140
FBgn0248224	FBgn0083986
FBgn0248225	FBgn0039229
FBgn0248226	FBgn0025808
FBgn0248227	FBgn0039752
FBgn0248228	FBgn0085328
FBgn0248229	NA
FBgn0248232	FBgn0039782
FBgn0248233	NA
FBgn0248234	FBgn0039783
FBgn0248235	FBgn0033921
FBgn0248237	FBgn0039738
FBgn0248238	FBgn0039730
FBgn0248239	FBgn0000032
FBgn0248240	FBgn0003356
FBgn0248241	FBgn0003356
FBgn0248242	NA
FBgn0248243	FBgn0051017
FBgn0248244	FBgn0051016
FBgn0248245	NA
FBgn0248246	FBgn0051013
FBgn0248247	FBgn0051017
FBgn0248248	FBgn0051017
FBgn0248249	FBgn0085462
FBgn0248251	FBgn0027598
FBgn0248252	FBgn0052438
FBgn0248253	NA
FBgn0248254	FBgn0039812
FBgn0248255	FBgn0051897
FBgn0248256	FBgn0000617
FBgn0248257	NA
FBgn0248259	FBgn0053773
FBgn0248260	FBgn0010015
FBgn0248261	NA
FBgn0248262	NA
FBgn0248264	FBgn0016034
FBgn0248265	NA
FBgn0248266	FBgn0039236
FBgn0248267	NA
FBgn0248268	NA
FBgn0248269	NA
FBgn0248270	FBgn0036892
FBgn0248271	NA
FBgn0248272	FBgn0037667
FBgn0248273	FBgn0039829
FBgn0248274	NA
FBgn0248275	NA
FBgn0248276	FBgn0039821
FBgn0248277	FBgn0033115
FBgn0248278	NA
FBgn0248279	NA
FBgn0248280	NA
FBgn0248281	NA
FBgn0248282	NA
FBgn0248283	FBgn0053777
FBgn0248284	NA
FBgn0248285	NA
FBgn0248287	FBgn0261806
FBgn0248289	FBgn0053483
FBgn0248290	FBgn0053483
FBgn0248292	FBgn0039807
FBgn0248297	FBgn0051016
FBgn0248298	NA
FBgn0248299	FBgn0051017
FBgn0248300	NA
FBgn0248301	FBgn0039790
FBgn0248302	NA
FBgn0248303	FBgn0260760
FBgn0248304	FBgn0085327
FBgn0248305	FBgn0039734
FBgn0248306	FBgn0003511
FBgn0248307	FBgn0085346
FBgn0248308	NA
FBgn0248309	NA
FBgn0248310	NA
FBgn0248311	FBgn0026257
FBgn0248312	FBgn0039755
FBgn0248313	FBgn0086674
FBgn0248314	FBgn0039751
FBgn0248315	FBgn0051028
FBgn0248316	FBgn0039073
FBgn0248317	FBgn0039609
FBgn0248318	FBgn0039611
FBgn0248319	FBgn0027617
FBgn0248320	NA
FBgn0248321	FBgn0003023
FBgn0248322	FBgn0036594
FBgn0248323	NA
FBgn0248324	FBgn0037698
FBgn0248325	FBgn0039644
FBgn0248326	FBgn0039645
FBgn0248327	FBgn0039655
FBgn0248328	NA
FBgn0248331	FBgn0039664
FBgn0248332	NA
FBgn0248333	FBgn0085325
FBgn0248334	FBgn0024841
FBgn0248335	NA
FBgn0248336	FBgn0038814
FBgn0248337	FBgn0030039
FBgn0248338	FBgn0054008
FBgn0248339	FBgn0023212
FBgn0248340	NA
FBgn0248341	FBgn0261998
FBgn0248342	NA
FBgn0248345	FBgn0039080
FBgn0248346	NA
FBgn0248347	NA
FBgn0248348	FBgn0040227
FBgn0248349	NA
FBgn0248350	NA
FBgn0248351	FBgn0051414
FBgn0248353	NA
FBgn0248354	NA
FBgn0248355	NA
FBgn0248356	FBgn0028692
FBgn0248357	FBgn0037686
FBgn0248358	FBgn0083953
FBgn0248359	FBgn0033168
FBgn0248360	FBgn0053099
FBgn0248361	FBgn0039598
FBgn0248362	NA
FBgn0248363	FBgn0039596
FBgn0248364	NA
FBgn0248365	NA
FBgn0248366	FBgn0039592
FBgn0248367	FBgn0039592
FBgn0248368	NA
FBgn0248369	FBgn0052667
FBgn0248370	NA
FBgn0248371	FBgn0005659
FBgn0248373	NA
FBgn0248375	FBgn0001491
FBgn0248376	FBgn0031008
FBgn0248377	FBgn0030268
FBgn0248380	FBgn0262010
FBgn0248381	FBgn0029857
FBgn0248382	FBgn0039838
FBgn0248383	FBgn0040629
FBgn0248384	FBgn0039839
FBgn0248386	FBgn0085376
FBgn0248387	NA
FBgn0248388	FBgn0039844
FBgn0248389	NA
FBgn0248390	FBgn0039852
FBgn0248392	FBgn0031489
FBgn0248393	NA
FBgn0248394	NA
FBgn0248395	FBgn0053783
FBgn0248396	NA
FBgn0248397	FBgn0022344
FBgn0248398	NA
FBgn0248399	NA
FBgn0248400	NA
FBgn0248401	NA
FBgn0248402	FBgn0038053
FBgn0248403	FBgn0051352
FBgn0248404	NA
FBgn0248407	NA
FBgn0248408	FBgn0261837
FBgn0248409	FBgn0261838
FBgn0248410	FBgn0261841
FBgn0248411	FBgn0261845
FBgn0248412	FBgn0261292
FBgn0248413	FBgn0038076
FBgn0248414	FBgn0038815
FBgn0248415	NA
FBgn0248416	FBgn0038826
FBgn0248417	FBgn0053193
FBgn0248418	FBgn0039045
FBgn0248419	NA
FBgn0248420	NA
FBgn0248421	FBgn0039044
FBgn0248422	FBgn0262144
FBgn0248423	FBgn0051139
FBgn0248424	NA
FBgn0248425	FBgn0051151
FBgn0248426	FBgn0026136
FBgn0248427	FBgn0259237
FBgn0248428	NA
FBgn0248429	FBgn0038919
FBgn0248430	NA
FBgn0248431	FBgn0264490
FBgn0248432	FBgn0038676
FBgn0248434	FBgn0038680
FBgn0248435	FBgn0038680
FBgn0248436	NA
FBgn0248437	FBgn0038680
FBgn0248439	FBgn0037818
FBgn0248440	FBgn0037818
FBgn0248441	NA
FBgn0248442	FBgn0037798
FBgn0248443	FBgn0037794
FBgn0248444	FBgn0061197
FBgn0248445	NA
FBgn0248446	NA
FBgn0248447	NA
FBgn0248448	FBgn0067628
FBgn0248449	FBgn0067629
FBgn0248450	FBgn0004227
FBgn0248451	FBgn0024432
FBgn0248452	NA
FBgn0248453	NA
FBgn0248454	FBgn0261618
FBgn0248455	NA
FBgn0248456	NA
FBgn0248457	FBgn0003890
FBgn0248458	FBgn0259990
FBgn0248459	NA
FBgn0248460	NA
FBgn0248461	FBgn0039467
FBgn0248462	FBgn0039469
FBgn0248463	FBgn0051077
FBgn0248465	NA
FBgn0248469	FBgn0039482
FBgn0248470	FBgn0039485
FBgn0248471	FBgn0039489
FBgn0248472	NA
FBgn0248473	FBgn0039495
FBgn0248475	FBgn0039640
FBgn0248476	NA
FBgn0248478	FBgn0039010
FBgn0248479	NA
FBgn0248480	FBgn0036987
FBgn0248481	FBgn0035955
FBgn0248482	NA
FBgn0248483	NA
FBgn0248484	FBgn0052246
FBgn0248485	FBgn0262005
FBgn0248486	FBgn0262005
FBgn0248487	FBgn0262005
FBgn0248488	FBgn0085309
FBgn0248489	FBgn0038504
FBgn0248490	FBgn0038498
FBgn0248491	FBgn0025739
FBgn0248492	FBgn0038492
FBgn0248495	NA
FBgn0248499	FBgn0038332
FBgn0248500	FBgn0038330
FBgn0248501	FBgn0053977
FBgn0248502	FBgn0044511
FBgn0248503	NA
FBgn0248505	FBgn0003285
