"gid"	"chr"	"start"	"end"	"length_aef"	"gname"
"FBgn0249721"	"XR_group8"	2182243	2184658	1611	"Dpse\GA28360"
"FBgn0249722"	"XL_group1e"	1922787	1955099	2397	"Dpse\GA28361"
"FBgn0249723"	"XR_group8"	2011275	2011751	414	"Dpse\GA28362"
"FBgn0249724"	"XR_group8"	2003409	2003847	378	"Dpse\GA28363"
"FBgn0249726"	"XR_group8"	1963575	1964358	720	"Dpse\GA28365"
"FBgn0249727"	"XR_group8"	1961681	1962367	621	"Dpse\GA28366"
"FBgn0249728"	"XR_group8"	1959320	1959842	459	"Dpse\GA28367"
"FBgn0249729"	"XR_group8"	1950770	1951160	279	"Dpse\GA28368"
"FBgn0249730"	"XR_group8"	1945488	1945781	294	"Dpse\GA28369"
"FBgn0249731"	"XR_group8"	1941275	1941609	264	"Dpse\GA28370"
"FBgn0249732"	"XR_group8"	1938914	1939320	330	"Dpse\GA28371"
"FBgn0249733"	"XR_group8"	1829102	1832964	498	"Dpse\GA28372"
"FBgn0249734"	"XR_group8"	1827177	1827407	231	"Dpse\GA28373"
"FBgn0249735"	"XR_group8"	1825052	1826996	1584	"Dpse\GA28374"
"FBgn0249736"	"XR_group8"	1808242	1808505	264	"Dpse\GA28375"
"FBgn0249737"	"XR_group8"	1800053	1804014	3486	"Dpse\GA28376"
"FBgn0249738"	"XR_group8"	1737338	1743845	4947	"Dpse\GA28377"
"FBgn0249739"	"XR_group8"	1596559	1620027	798	"Dpse\GA28378"
"FBgn0249740"	"XR_group8"	1593148	1594594	1389	"Dpse\GA28379"
"FBgn0249741"	"XR_group8"	1591805	1592633	684	"Dpse\GA28380"
"FBgn0249743"	"XR_group8"	1520604	1520861	258	"Dpse\GA28382"
"FBgn0249744"	"XR_group8"	1489768	1493915	918	"Dpse\GA28383"
"FBgn0249745"	"XR_group8"	1458368	1460006	1362	"Dpse\GA28384"
"FBgn0249746"	"XR_group8"	1454979	1456307	1329	"Dpse\GA28385"
"FBgn0249747"	"XL_group1e"	11221056	11236692	603	"Dpse\GA28386"
"FBgn0249748"	"XR_group8"	1435135	1435620	486	"Dpse\GA28387"
"FBgn0249749"	"XR_group8"	1430756	1433953	411	"Dpse\GA28388"
"FBgn0249750"	"XR_group8"	1404362	1404769	354	"Dpse\GA28389"
"FBgn0249751"	"XR_group8"	1370026	1370634	609	"Dpse\GA28390"
"FBgn0249752"	"XR_group8"	1369223	1369824	531	"Dpse\GA28391"
"FBgn0249753"	"XR_group8"	1334028	1334549	522	"Dpse\GA28392"
"FBgn0249754"	"XR_group8"	1288605	1298230	5961	"Dpse\GA28393"
"FBgn0249755"	"XR_group8"	1278508	1278720	213	"Dpse\GA28394"
"FBgn0249756"	"XR_group8"	1275105	1275785	246	"Dpse\GA28395"
"FBgn0249758"	"XR_group8"	1088775	1088969	195	"Dpse\GA28398"
"FBgn0249759"	"XR_group8"	999843	1018127	2670	"Dpse\GA28399"
"FBgn0249760"	"XR_group8"	987034	987900	471	"Dpse\GA28400"
"FBgn0249761"	"XR_group8"	947261	948166	843	"Dpse\GA28401"
"FBgn0249762"	"XR_group8"	932188	932515	264	"Dpse\GA28402"
"FBgn0249763"	"XR_group8"	923009	923707	642	"Dpse\GA28403"
"FBgn0249764"	"XR_group8"	919331	919753	423	"Dpse\GA28404"
"FBgn0249765"	"XR_group8"	917750	918172	423	"Dpse\GA28405"
"FBgn0249766"	"XR_group8"	913717	914139	423	"Dpse\GA28406"
"FBgn0249767"	"XL_group1e"	2015344	2017097	1695	"Dpse\GA28407"
"FBgn0249768"	"XR_group8"	909924	910346	423	"Dpse\GA28408"
"FBgn0249769"	"XR_group8"	907973	908395	423	"Dpse\GA28409"
"FBgn0249770"	"XR_group8"	892626	893688	942	"Dpse\GA28410"
"FBgn0249771"	"XR_group8"	891335	892407	936	"Dpse\GA28411"
"FBgn0249772"	"XR_group8"	870459	871771	999	"Dpse\GA28412"
"FBgn0249773"	"XL_group1e"	2021339	2022654	1251	"Dpse\GA28413"
"FBgn0249774"	"XR_group8"	828010	832619	633	"Dpse\GA28414"
"FBgn0249775"	"XR_group8"	821538	827504	3561	"Dpse\GA28415"
"FBgn0249776"	"XR_group8"	816851	818652	1737	"Dpse\GA28416"
"FBgn0249777"	"XR_group8"	793806	797732	3159	"Dpse\GA28417"
"FBgn0249778"	"XL_group1e"	2042896	2043468	573	"Dpse\GA28418"
"FBgn0249779"	"XR_group8"	689928	691886	1767	"Dpse\GA28419"
"FBgn0249780"	"XL_group1e"	2060445	2061111	609	"Dpse\GA28420"
"FBgn0249781"	"XR_group8"	556854	578779	576	"Dpse\GA28421"
"FBgn0249782"	"XL_group1e"	2086840	2088175	858	"Dpse\GA28422"
"FBgn0249783"	"XR_group8"	507120	512800	5490	"Dpse\GA28423"
"FBgn0249784"	"XR_group8"	500184	504981	4419	"Dpse\GA28424"
"FBgn0249785"	"XL_group1e"	2098014	2099955	1893	"Dpse\GA28425"
"FBgn0249786"	"XR_group8"	460338	462339	1815	"Dpse\GA28426"
"FBgn0249787"	"XR_group8"	408349	408719	162	"Dpse\GA28427"
"FBgn0249788"	"XR_group8"	401839	402822	351	"Dpse\GA28428"
"FBgn0249789"	"XR_group8"	395368	395625	258	"Dpse\GA28429"
"FBgn0249790"	"XR_group8"	372942	373361	420	"Dpse\GA28430"
"FBgn0249791"	"XL_group1e"	11203245	11204133	762	"Dpse\GA28431"
"FBgn0249792"	"XL_group1e"	2101638	2102102	465	"Dpse\GA28432"
"FBgn0249793"	"XR_group8"	370465	370869	405	"Dpse\GA28433"
"FBgn0249794"	"XR_group8"	369211	369606	396	"Dpse\GA28434"
"FBgn0249796"	"XR_group8"	307507	308110	546	"Dpse\GA28436"
"FBgn0249797"	"XR_group8"	234103	238561	231	"Dpse\GA28437"
"FBgn0249798"	"XR_group8"	173556	180227	741	"Dpse\GA28438"
"FBgn0249799"	"XR_group8"	171195	172473	1173	"Dpse\GA28439"
"FBgn0249800"	"XR_group8"	170401	171030	630	"Dpse\GA28440"
"FBgn0249801"	"XL_group1e"	2129220	2129375	156	"Dpse\GA28441"
"FBgn0249802"	"XR_group8"	94426	94794	369	"Dpse\GA28442"
"FBgn0249803"	"XR_group8"	54294	63337	522	"Dpse\GA28443"
"FBgn0249804"	"XR_group8"	119148	119339	192	"Dpse\GA28444"
"FBgn0249805"	"XR_group8"	147814	148767	954	"Dpse\GA28445"
"FBgn0249806"	"XR_group8"	168764	169366	603	"Dpse\GA28446"
"FBgn0249807"	"XR_group8"	221300	221883	459	"Dpse\GA28447"
"FBgn0249808"	"XR_group8"	253640	268761	537	"Dpse\GA28448"
"FBgn0249809"	"XR_group8"	308615	309073	459	"Dpse\GA28449"
"FBgn0249810"	"XR_group8"	309203	309804	519	"Dpse\GA28450"
"FBgn0249811"	"XR_group8"	310257	310646	390	"Dpse\GA28451"
"FBgn0249812"	"XR_group8"	310762	311427	666	"Dpse\GA28452"
"FBgn0249813"	"XR_group8"	311754	312215	462	"Dpse\GA28453"
"FBgn0249814"	"XL_group1e"	2168320	2168544	225	"Dpse\GA28454"
"FBgn0249815"	"XR_group8"	314469	314930	462	"Dpse\GA28455"
"FBgn0249816"	"XR_group8"	315101	315732	573	"Dpse\GA28456"
"FBgn0249817"	"XR_group8"	315819	316414	540	"Dpse\GA28457"
"FBgn0249818"	"XR_group8"	327099	327545	447	"Dpse\GA28458"
"FBgn0249819"	"XR_group8"	328720	329175	456	"Dpse\GA28459"
"FBgn0249820"	"XR_group8"	329944	330390	447	"Dpse\GA28460"
"FBgn0249821"	"XR_group8"	331478	332019	480	"Dpse\GA28461"
"FBgn0249822"	"XR_group8"	332788	334200	714	"Dpse\GA28462"
"FBgn0249823"	"XL_group1e"	2224215	2224625	411	"Dpse\GA28463"
"FBgn0249824"	"XR_group8"	373590	374081	492	"Dpse\GA28464"
"FBgn0249825"	"XR_group8"	374940	375347	408	"Dpse\GA28465"
"FBgn0249826"	"XR_group8"	376501	376740	240	"Dpse\GA28466"
"FBgn0249827"	"XR_group8"	397568	398934	1116	"Dpse\GA28467"
"FBgn0249829"	"XR_group8"	454903	459693	1383	"Dpse\GA28469"
"FBgn0249830"	"XL_group1e"	2231237	2231833	597	"Dpse\GA28470"
"FBgn0249831"	"XR_group8"	549041	551395	2277	"Dpse\GA28471"
"FBgn0249832"	"XR_group8"	594428	595115	471	"Dpse\GA28472"
"FBgn0249833"	"XR_group8"	633453	636240	1650	"Dpse\GA28473"
"FBgn0249834"	"XL_group1e"	2263077	2267418	2646	"Dpse\GA28474"
"FBgn0249835"	"XR_group8"	678522	684099	3006	"Dpse\GA28475"
"FBgn0249836"	"XL_group1e"	2275443	2278185	2562	"Dpse\GA28476"
"FBgn0249837"	"XR_group8"	775583	776689	993	"Dpse\GA28477"
"FBgn0249838"	"XR_group8"	776911	777630	720	"Dpse\GA28478"
"FBgn0249839"	"XR_group8"	901226	901660	435	"Dpse\GA28479"
"FBgn0249840"	"XR_group8"	901899	902339	441	"Dpse\GA28480"
"FBgn0249841"	"XL_group1e"	2282530	2283510	981	"Dpse\GA28481"
"FBgn0249842"	"XR_group8"	903597	904022	426	"Dpse\GA28482"
"FBgn0249843"	"XR_group8"	912356	912778	423	"Dpse\GA28483"
"FBgn0249844"	"XR_group8"	920444	920866	423	"Dpse\GA28484"
"FBgn0249845"	"XR_group8"	922290	922712	423	"Dpse\GA28485"
"FBgn0249846"	"XR_group8"	946062	947140	1020	"Dpse\GA28486"
"FBgn0249847"	"XR_group8"	1060596	1061104	288	"Dpse\GA28487"
"FBgn0249848"	"XL_group1e"	2286015	2286994	924	"Dpse\GA28488"
"FBgn0249849"	"XR_group8"	1114969	1115625	657	"Dpse\GA28489"
"FBgn0249850"	"XR_group8"	1156248	1158218	315	"Dpse\GA28490"
"FBgn0249851"	"XR_group8"	1357303	1359026	1614	"Dpse\GA28491"
"FBgn0249852"	"XR_group8"	1424073	1425459	942	"Dpse\GA28492"
"FBgn0249854"	"XR_group8"	1519227	1519560	258	"Dpse\GA28494"
"FBgn0249855"	"XL_group1e"	2289650	2290593	867	"Dpse\GA28495"
"FBgn0249857"	"XR_group8"	1661168	1664794	1326	"Dpse\GA28497"
"FBgn0249858"	"XR_group8"	1667030	1678043	1779	"Dpse\GA28498"
"FBgn0249859"	"XR_group8"	1774115	1778032	3666	"Dpse\GA28499"
"FBgn0249860"	"XR_group8"	1797066	1797941	876	"Dpse\GA28500"
"FBgn0249861"	"XR_group8"	1816656	1820360	3570	"Dpse\GA28501"
"FBgn0249862"	"XR_group8"	1875881	1877530	852	"Dpse\GA28502"
"FBgn0249863"	"XR_group8"	1878620	1879222	489	"Dpse\GA28503"
"FBgn0249864"	"XR_group8"	1911935	1912812	726	"Dpse\GA28504"
"FBgn0249865"	"XR_group8"	1946154	1946429	276	"Dpse\GA28505"
"FBgn0249866"	"XR_group8"	1949676	1950103	345	"Dpse\GA28506"
"FBgn0249867"	"XR_group8"	1950844	1952047	573	"Dpse\GA28507"
"FBgn0249868"	"XR_group8"	1953924	1954295	285	"Dpse\GA28508"
"FBgn0249869"	"XR_group8"	1958358	1958887	462	"Dpse\GA28509"
"FBgn0249870"	"XR_group8"	1961236	1961499	264	"Dpse\GA28510"
"FBgn0249871"	"XR_group8"	1988371	1988805	363	"Dpse\GA28511"
"FBgn0249872"	"XR_group8"	1999500	1999941	381	"Dpse\GA28512"
"FBgn0249873"	"XR_group8"	2004321	2004784	408	"Dpse\GA28513"
"FBgn0249874"	"XR_group8"	2013474	2014037	501	"Dpse\GA28514"
"FBgn0249876"	"XR_group8"	2031644	2032742	1041	"Dpse\GA28516"
"FBgn0249877"	"XR_group8"	2047076	2048614	1539	"Dpse\GA28517"
"FBgn0249878"	"XR_group8"	2067158	2070573	3075	"Dpse\GA28518"
"FBgn0249879"	"XL_group1e"	2460755	2460988	234	"Dpse\GA28519"
"FBgn0249880"	"XR_group8"	2094489	2096583	1212	"Dpse\GA28520"
"FBgn0249881"	"XR_group8"	2187724	2188086	363	"Dpse\GA28521"
"FBgn0249882"	"XL_group1e"	2470122	2471273	1086	"Dpse\GA28522"
"FBgn0249883"	"XR_group8"	2287793	2292077	3240	"Dpse\GA28523"
"FBgn0249884"	"XR_group8"	2363493	2372034	7533	"Dpse\GA28524"
"FBgn0249885"	"XR_group8"	2409444	2419388	6228	"Dpse\GA28525"
"FBgn0249886"	"XR_group8"	2445363	2446757	1395	"Dpse\GA28526"
"FBgn0249887"	"XR_group8"	2451372	2452380	936	"Dpse\GA28527"
"FBgn0249888"	"XL_group1e"	2534464	2573089	8130	"Dpse\GA28528"
"FBgn0249889"	"XR_group8"	2530030	2531462	1350	"Dpse\GA28529"
"FBgn0249890"	"XR_group8"	2562501	2564927	951	"Dpse\GA28530"
"FBgn0249891"	"XR_group8"	2577053	2578823	1404	"Dpse\GA28531"
"FBgn0249892"	"XR_group8"	2633683	2634795	1113	"Dpse\GA28532"
"FBgn0249893"	"XR_group8"	2657896	2666468	390	"Dpse\GA28533"
"FBgn0249894"	"XR_group8"	2669067	2669408	342	"Dpse\GA28534"
"FBgn0249895"	"XR_group8"	2675223	2691290	1593	"Dpse\GA28535"
"FBgn0249896"	"XR_group8"	2794461	2794766	306	"Dpse\GA28536"
"FBgn0249897"	"XL_group1e"	2652127	2652495	369	"Dpse\GA28537"
"FBgn0249898"	"XR_group8"	2900896	2903829	2934	"Dpse\GA28538"
"FBgn0249899"	"XR_group8"	2930208	2937346	3912	"Dpse\GA28539"
"FBgn0249900"	"XR_group8"	3011705	3014340	750	"Dpse\GA28540"
"FBgn0249901"	"XR_group8"	3014364	3026521	4428	"Dpse\GA28541"
"FBgn0249902"	"XR_group8"	3036303	3036530	228	"Dpse\GA28542"
"FBgn0249903"	"XR_group8"	3038555	3041054	1803	"Dpse\GA28543"
"FBgn0249904"	"XR_group8"	3049095	3050598	1425	"Dpse\GA28544"
"FBgn0249905"	"XL_group1e"	2653860	2654729	870	"Dpse\GA28545"
"FBgn0249906"	"XR_group8"	3407417	3407769	294	"Dpse\GA28546"
"FBgn0249907"	"XL_group1e"	2655249	2655689	441	"Dpse\GA28547"
"FBgn0249908"	"XR_group8"	3567606	3568682	1017	"Dpse\GA28548"
"FBgn0249909"	"XL_group1e"	2657690	2660011	1569	"Dpse\GA28549"
"FBgn0249910"	"XR_group8"	3732892	3733176	285	"Dpse\GA28550"
"FBgn0249911"	"XR_group8"	3756799	3764166	2115	"Dpse\GA28551"
"FBgn0249912"	"XR_group8"	3877000	3877335	336	"Dpse\GA28552"
"FBgn0249913"	"XL_group1e"	2664086	2664586	501	"Dpse\GA28553"
"FBgn0249914"	"XR_group8"	3948390	3949935	948	"Dpse\GA28554"
"FBgn0249915"	"XR_group8"	3965343	3965588	246	"Dpse\GA28555"
"FBgn0249916"	"XL_group1e"	2703321	2704526	1206	"Dpse\GA28556"
"FBgn0249917"	"XR_group8"	4047814	4048560	747	"Dpse\GA28557"
"FBgn0249919"	"XL_group1e"	2716233	2717920	1113	"Dpse\GA28559"
"FBgn0249920"	"XR_group8"	4149962	4150750	789	"Dpse\GA28560"
"FBgn0249921"	"XR_group8"	4169801	4174283	2115	"Dpse\GA28561"
"FBgn0249922"	"XL_group1e"	2747079	2767592	1233	"Dpse\GA28562"
"FBgn0249923"	"XR_group8"	4255056	4262804	2250	"Dpse\GA28563"
"FBgn0249924"	"XR_group8"	4265162	4265542	207	"Dpse\GA28564"
"FBgn0249925"	"XR_group8"	4266799	4267127	273	"Dpse\GA28565"
"FBgn0249926"	"XR_group8"	4291470	4292284	747	"Dpse\GA28566"
"FBgn0249927"	"XL_group1e"	2768531	2780431	1875	"Dpse\GA28567"
"FBgn0249928"	"XR_group8"	4338241	4344234	5994	"Dpse\GA28568"
"FBgn0249929"	"XR_group8"	4434999	4435292	294	"Dpse\GA28569"
"FBgn0249930"	"XL_group1e"	11142389	11145702	3015	"Dpse\GA28570"
"FBgn0249931"	"XL_group1e"	2810918	2811124	207	"Dpse\GA28571"
"FBgn0249932"	"XR_group8"	4522633	4522938	306	"Dpse\GA28572"
"FBgn0249933"	"XR_group8"	4555943	4557542	1548	"Dpse\GA28573"
"FBgn0249934"	"XL_group1e"	2847733	2851259	372	"Dpse\GA28574"
"FBgn0249935"	"XR_group8"	4652847	4654522	966	"Dpse\GA28575"
"FBgn0249936"	"XR_group8"	4655702	4656085	321	"Dpse\GA28576"
"FBgn0249937"	"XL_group1e"	2937634	2938890	1257	"Dpse\GA28577"
"FBgn0249938"	"XR_group8"	4676857	4708795	1059	"Dpse\GA28578"
"FBgn0249939"	"XR_group8"	4711984	4714095	2031	"Dpse\GA28579"
"FBgn0249940"	"XR_group8"	4724675	4733946	1023	"Dpse\GA28580"
"FBgn0249941"	"XR_group8"	4736453	4736998	546	"Dpse\GA28581"
"FBgn0249942"	"XR_group8"	4762650	4763905	777	"Dpse\Obp73a"
"FBgn0249943"	"XR_group8"	4878142	4880761	2235	"Dpse\GA28583"
"FBgn0249944"	"XL_group1e"	2948030	2948792	627	"Dpse\GA28584"
"FBgn0249945"	"XR_group8"	4895356	4895798	378	"Dpse\GA28585"
"FBgn0249946"	"XR_group8"	4939563	4939850	288	"Dpse\GA28586"
"FBgn0249947"	"XR_group8"	4944564	4945600	525	"Dpse\GA28587"
"FBgn0249948"	"XR_group8"	4950018	4954424	1188	"Dpse\GA28588"
"FBgn0249949"	"XR_group8"	4957876	4963179	2400	"Dpse\GA28589"
"FBgn0249950"	"XR_group8"	4986642	4987118	477	"Dpse\GA28590"
"FBgn0249951"	"XL_group1e"	2949301	2950891	1479	"Dpse\GA28591"
"FBgn0249952"	"XR_group8"	5027220	5028131	378	"Dpse\GA28592"
"FBgn0249953"	"XR_group8"	5057502	5063282	177	"Dpse\GA28593"
"FBgn0249954"	"XR_group8"	5159518	5159712	195	"Dpse\GA28594"
"FBgn0249955"	"XR_group8"	5168002	5169750	360	"Dpse\GA28595"
"FBgn0249956"	"XR_group8"	5170322	5174210	1935	"Dpse\GA28596"
"FBgn0249957"	"XR_group8"	5192315	5199862	7362	"Dpse\GA28597"
"FBgn0249958"	"XR_group8"	5271735	5272880	1092	"Dpse\GA28598"
"FBgn0249959"	"XR_group8"	5274121	5275010	672	"Dpse\GA28599"
"FBgn0249960"	"XR_group8"	5440796	5441485	690	"Dpse\GA28600"
"FBgn0249962"	"XR_group8"	5525074	5527000	348	"Dpse\GA28602"
"FBgn0249963"	"XR_group8"	5567558	5568899	1152	"Dpse\GA28603"
"FBgn0249964"	"XR_group8"	5569747	5571218	1344	"Dpse\GA28604"
"FBgn0249965"	"XR_group8"	5572388	5573941	1359	"Dpse\GA28605"
"FBgn0249966"	"XR_group8"	5579238	5620095	3225	"Dpse\GA28606"
"FBgn0249967"	"XR_group8"	5744385	5746989	1368	"Dpse\GA28607"
"FBgn0249968"	"XR_group8"	5830861	5834314	1191	"Dpse\GA28608"
"FBgn0249969"	"XR_group8"	5855488	5857999	417	"Dpse\GA28609"
"FBgn0249970"	"XR_group8"	5984238	5991734	3252	"Dpse\GA28610"
"FBgn0249971"	"XR_group8"	5995093	5995815	723	"Dpse\GA28611"
"FBgn0249973"	"XR_group8"	6348218	6349280	879	"Dpse\GA28613"
"FBgn0249974"	"XR_group8"	6351675	6352720	900	"Dpse\GA28614"
"FBgn0249975"	"XR_group8"	6357537	6359515	1407	"Dpse\GA28615"
"FBgn0249976"	"XR_group8"	6360550	6361140	591	"Dpse\GA28616"
"FBgn0249977"	"XR_group8"	6373560	6374483	924	"Dpse\GA28617"
"FBgn0249978"	"XR_group8"	6537890	6538685	735	"Dpse\GA28618"
"FBgn0249980"	"XR_group8"	6595346	6597707	315	"Dpse\GA28620"
"FBgn0249982"	"XR_group8"	6606274	6606522	249	"Dpse\GA28622"
"FBgn0249983"	"XR_group8"	6617228	6627568	459	"Dpse\GA28623"
"FBgn0249985"	"XL_group1e"	3111641	3111979	339	"Dpse\GA28625"
"FBgn0249986"	"XR_group8"	7198898	7199083	186	"Dpse\GA28626"
"FBgn0249987"	"XR_group8"	7321865	7323309	1383	"Dpse\GA28627"
"FBgn0249988"	"XR_group8"	7325411	7325710	300	"Dpse\GA28628"
"FBgn0249989"	"XR_group8"	7337565	7338009	378	"Dpse\GA28629"
"FBgn0249990"	"XR_group8"	7342236	7345207	2619	"Dpse\GA28630"
"FBgn0249991"	"XR_group8"	7346808	7348832	204	"Dpse\GA28631"
"FBgn0249992"	"XR_group8"	7354699	7355283	585	"Dpse\GA28632"
"FBgn0249993"	"XR_group8"	7531875	7539163	564	"Dpse\GA28633"
"FBgn0249994"	"XR_group8"	7550051	7551697	1647	"Dpse\GA28634"
"FBgn0249995"	"XR_group8"	7566432	7568669	2238	"Dpse\GA28635"
"FBgn0249996"	"XL_group1e"	3121311	3122437	678	"Dpse\GA28636"
"FBgn0249997"	"XR_group8"	7590841	7595648	4026	"Dpse\GA28637"
"FBgn0249998"	"XR_group8"	7603679	7604945	1200	"Dpse\GA28638"
"FBgn0249999"	"XR_group8"	7648420	7649070	651	"Dpse\GA28639"
"FBgn0250000"	"XR_group8"	7677443	7680489	2985	"Dpse\GA28640"
"FBgn0250001"	"XR_group8"	7697826	7698317	492	"Dpse\GA28641"
"FBgn0250002"	"XR_group8"	7888207	7889157	951	"Dpse\GA28642"
"FBgn0250003"	"XR_group8"	7889855	7891183	1329	"Dpse\GA28643"
"FBgn0250004"	"XR_group8"	7891351	7892664	1314	"Dpse\GA28644"
"FBgn0250005"	"XL_group1e"	3134350	3134799	450	"Dpse\GA28645"
"FBgn0250006"	"XR_group8"	7959529	7959852	324	"Dpse\GA28646"
"FBgn0250007"	"XR_group8"	8045071	8093375	192	"Dpse\GA28647"
"FBgn0250008"	"XR_group8"	8094106	8094312	207	"Dpse\GA28648"
"FBgn0250009"	"XR_group8"	8118824	8120839	393	"Dpse\GA28649"
"FBgn0250010"	"XR_group8"	8122637	8123684	534	"Dpse\GA28650"
"FBgn0250011"	"XR_group8"	8191961	8192555	537	"Dpse\GA28651"
"FBgn0250012"	"XR_group8"	8197857	8198288	432	"Dpse\GA28652"
"FBgn0250013"	"XR_group8"	8205764	8213270	7257	"Dpse\GA28653"
"FBgn0250014"	"XR_group8"	8243830	8254972	5034	"Dpse\GA28654"
"FBgn0250015"	"XR_group8"	8324251	8326355	1458	"Dpse\GA28655"
"FBgn0250016"	"XR_group8"	8371020	8371808	729	"Dpse\GA28656"
"FBgn0250017"	"XR_group8"	8505906	8506958	813	"Dpse\GA28657"
"FBgn0250018"	"XR_group8"	8509816	8510897	792	"Dpse\GA28658"
"FBgn0250019"	"XR_group8"	8511522	8514397	2649	"Dpse\GA28659"
"FBgn0250020"	"XR_group8"	8653698	8660470	3414	"Dpse\GA28660"
"FBgn0250021"	"XR_group8"	8660522	8660818	297	"Dpse\GA28661"
"FBgn0250022"	"XR_group8"	8757079	8757258	180	"Dpse\GA28662"
"FBgn0250023"	"XR_group8"	8772714	8773478	765	"Dpse\GA28663"
"FBgn0250024"	"XR_group8"	8820777	8821964	1188	"Dpse\GA28664"
"FBgn0250026"	"XR_group8"	8865171	8866247	1077	"Dpse\GA28666"
"FBgn0250027"	"XR_group8"	8947003	8947218	216	"Dpse\GA28667"
"FBgn0250028"	"XR_group8"	8971749	8973311	1215	"Dpse\GA28668"
"FBgn0250029"	"XR_group8"	9152053	9152556	330	"Dpse\GA28669"
"FBgn0250030"	"XR_group8"	9156703	9157884	1182	"Dpse\GA28670"
"FBgn0250031"	"Unknown_singleton_1273"	1630	2872	1194	"Dpse\GA28671"
"FBgn0250033"	"XL_group1e"	3177495	3177882	255	"Dpse\GA28673"
"FBgn0250034"	"Unknown_group_759"	2472	2645	174	"Dpse\GA28674"
"FBgn0250035"	"Unknown_group_759"	75	509	435	"Dpse\GA28675"
"FBgn0250036"	"Unknown_group_759"	2841	3609	561	"Dpse\GA28676"
"FBgn0250037"	"Unknown_singleton_3883"	1097	1899	729	"Dpse\GA28677"
"FBgn0250038"	"Unknown_singleton_1735"	574	975	402	"Dpse\GA28678"
"FBgn0250039"	"Unknown_group_341"	5339	6599	1149	"Dpse\GA28679"
"FBgn0250040"	"XL_group1e"	3177939	3178689	522	"Dpse\GA28680"
"FBgn0250041"	"Unknown_group_178"	10221	11866	1404	"Dpse\GA28681"
"FBgn0250042"	"Unknown_singleton_530"	34	450	417	"Dpse\GA28682"
"FBgn0250043"	"Unknown_group_16"	31571	39164	552	"Dpse\GA28683"
"FBgn0250044"	"Unknown_group_16"	21366	22229	813	"Dpse\GA28684"
"FBgn0250045"	"Unknown_group_16"	886	30710	960	"Dpse\GA28685"
"FBgn0250046"	"Unknown_singleton_325"	4515	4829	315	"Dpse\GA28686"
"FBgn0250047"	"Unknown_singleton_887"	53099	55428	2115	"Dpse\GA28687"
"FBgn0250048"	"XL_group1e"	3206340	3206648	309	"Dpse\GA28688"
"FBgn0250049"	"Unknown_singleton_930"	698	1084	387	"Dpse\GA28689"
"FBgn0250050"	"Unknown_group_711"	3318	4871	603	"Dpse\GA28690"
"FBgn0250051"	"Unknown_singleton_3499"	1226	1486	261	"Dpse\GA28691"
"FBgn0250052"	"Unknown_singleton_2506"	961	1488	528	"Dpse\GA28692"
"FBgn0250053"	"Unknown_group_224"	236	2996	1443	"Dpse\GA28693"
"FBgn0250054"	"XL_group1e"	10939895	10941941	1587	"Dpse\GA28694"
"FBgn0250055"	"XL_group1e"	3220759	3221020	162	"Dpse\GA28695"
"FBgn0250056"	"Unknown_singleton_2007"	521	1550	348	"Dpse\GA28696"
"FBgn0250057"	"Unknown_group_193"	8062	8767	621	"Dpse\GA28697"
"FBgn0250058"	"Unknown_singleton_3978"	272	1027	756	"Dpse\GA28698"
"FBgn0250059"	"Unknown_group_27"	20660	22675	1575	"Dpse\GA28699"
"FBgn0250060"	"Unknown_group_27"	18267	19195	876	"Dpse\GA28700"
"FBgn0250061"	"Unknown_group_27"	17613	18041	429	"Dpse\GA28701"
"FBgn0250062"	"XL_group1e"	3223301	3224519	363	"Dpse\GA28702"
"FBgn0250063"	"Unknown_singleton_3693"	18	374	291	"Dpse\GA28703"
"FBgn0250064"	"Unknown_group_377"	6798	7427	630	"Dpse\GA28704"
"FBgn0250065"	"Unknown_group_377"	12142	12771	630	"Dpse\GA28705"
"FBgn0250068"	"Unknown_group_509"	8646	9265	345	"Dpse\GA28708"
"FBgn0250069"	"Unknown_group_315"	7191	9455	591	"Dpse\GA28709"
"FBgn0250070"	"Unknown_group_315"	905	1252	348	"Dpse\GA28710"
"FBgn0250071"	"Unknown_group_315"	11676	15722	1242	"Dpse\GA28711"
"FBgn0250072"	"Unknown_singleton_3136"	4621	5471	555	"Dpse\GA28712"
"FBgn0250073"	"Unknown_group_575"	21393	22461	987	"Dpse\GA28713"
"FBgn0250074"	"Unknown_group_575"	989	4750	1596	"Dpse\GA28714"
"FBgn0250075"	"Unknown_group_575"	341	748	237	"Dpse\GA28715"
"FBgn0250076"	"XL_group1e"	3229239	3231176	1878	"Dpse\GA28716"
"FBgn0250077"	"Unknown_singleton_885"	1074	2630	1557	"Dpse\GA28717"
"FBgn0250080"	"Unknown_singleton_1769"	169	621	453	"Dpse\GA28720"
"FBgn0250081"	"Unknown_singleton_1995"	209	1186	345	"Dpse\GA28721"
"FBgn0250082"	"XL_group1e"	3239710	3246353	549	"Dpse\GA28722"
"FBgn0250083"	"Unknown_singleton_3589"	1453	3580	1482	"Dpse\GA28723"
"FBgn0250085"	"Unknown_group_259"	234	2089	576	"Dpse\GA28725"
"FBgn0250086"	"Unknown_singleton_370"	8	442	435	"Dpse\GA28726"
"FBgn0250087"	"Unknown_group_221"	17058	24723	993	"Dpse\GA28727"
"FBgn0250088"	"Unknown_group_149"	4330	5123	372	"Dpse\GA28728"
